species_representative,mgnify_accesssion,ena_accession,status,reference_genes,core_genes,perc_core_genes,accessory_genes,pangenome_size,number_snvs,geo_diversity,num_genomes_HBC,num_genomes_NCBI,num_genomes_CGR,num_genomes_PATRIC,num_genomes_EBI,num_genomes_HGM,num_genomes_CIBIO,num_ANI97,num_ANI99,num_genomes_total,num_genomes_nonredundant,num_genomes_nearcomplete,num_samples,tax_GTDB,tax_NCBI
GUT_GENOME130358,MGYG-HGUT-02136,ERS3640166,Uncultured,2964,NA,NA,NA,NA,24402,0.84,0,0,0,0,2,1,3,2,3,6,4,2,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3;s__UC5-1-2E3 sp001304875,d__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__;s__
GUT_GENOME130403,MGYG-HGUT-02137,ERS3640167,Uncultured,1624,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,0,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME130417,MGYG-HGUT-02138,ERS3640168,Uncultured,2352,NA,NA,NA,NA,18006,0,0,0,0,0,2,0,2,2,3,4,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Agathobaculum;s__
GUT_GENOME130633,MGYG-HGUT-02139,ERS3640169,Uncultured,1572,NA,NA,NA,NA,36,0.65,0,0,0,0,1,0,2,2,2,3,2,1,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__
GUT_GENOME130636,MGYG-HGUT-02140,ERS3640170,Uncultured,3067,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME130638,MGYG-HGUT-02141,ERS3640171,Uncultured,2318,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME130768,MGYG-HGUT-02142,ERS3640172,Uncultured,1791,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME130774,MGYG-HGUT-02143,ERS3640173,Uncultured,1959,1365,69.68,5542,6907,215524,1.44,0,0,0,0,50,42,119,24,144,211,176,48,177,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__;s__
GUT_GENOME130814,MGYG-HGUT-02144,ERS3640174,Uncultured,1589,NA,NA,NA,NA,125588,1.3,0,0,0,0,20,12,28,14,43,60,40,1,40,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__;s__
GUT_GENOME131073,MGYG-HGUT-02145,ERS3640175,Cultured (unknown),2419,NA,NA,NA,NA,42205,0.67,0,0,0,0,3,0,3,1,3,6,5,2,5,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea phocaeense,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phocaeense
GUT_GENOME131079,MGYG-HGUT-02146,ERS3640176,Uncultured,1905,NA,NA,NA,NA,3602,0.37,0,0,0,0,1,0,5,1,4,6,5,2,5,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__CAG-145 sp003150015,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME131084,MGYG-HGUT-02147,ERS3640177,Uncultured,1314,NA,NA,NA,NA,25,0,0,0,0,0,1,0,2,1,2,3,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME131085,MGYG-HGUT-02148,ERS3640178,Uncultured,4092,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME131087,MGYG-HGUT-02149,ERS3640179,Cultured (unknown),2602,NA,NA,NA,NA,4802,0.65,0,0,0,0,2,1,3,1,4,6,4,2,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp003287895,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__
GUT_GENOME131672,MGYG-HGUT-02150,ERS3640180,Uncultured,1764,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME131678,MGYG-HGUT-02151,ERS3640181,Uncultured,2034,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME131689,MGYG-HGUT-02152,ERS3640182,Uncultured,2634,1710,64.92,2926,4636,96760,0.93,0,0,0,0,15,7,29,4,36,51,39,15,40,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME131708,MGYG-HGUT-02153,ERS3640183,Uncultured,2081,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,2,1,2,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-484;s__CAG-484 sp000431315,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__
GUT_GENOME131843,MGYG-HGUT-02154,ERS3640184,Uncultured,2468,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME131908,MGYG-HGUT-02155,ERS3640185,Uncultured,2189,1364,62.31,2622,3986,72787,0.95,0,0,0,0,12,11,41,6,47,64,45,13,46,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME132069,MGYG-HGUT-02156,ERS3640186,Uncultured,2085,NA,NA,NA,NA,13713,0,0,0,0,0,2,1,4,1,3,7,5,1,6,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__;s__
GUT_GENOME132077,MGYG-HGUT-02157,ERS3640187,Uncultured,2117,NA,NA,NA,NA,70319,0.87,0,0,0,0,4,2,6,2,7,12,7,5,7,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__K10;s__K10 sp001689515,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__
GUT_GENOME132078,MGYG-HGUT-02158,ERS3640188,Cultured (unknown),2394,NA,NA,NA,NA,8603,0.98,0,0,0,0,3,1,5,3,7,9,9,2,9,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans_A,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans
GUT_GENOME132185,MGYG-HGUT-02159,ERS3640189,Uncultured,2363,NA,NA,NA,NA,2,0,0,0,0,0,1,0,2,1,1,3,2,2,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME132202,MGYG-HGUT-02160,ERS3640190,Cultured (human gut),1852,NA,NA,NA,NA,21448,0.69,0,1,0,2,2,4,9,1,8,18,10,6,10,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis,d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis
GUT_GENOME132203,MGYG-HGUT-02161,ERS3640191,Cultured (human gut),2592,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,1,2,1,1,1,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus luminyensis,d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus luminyensis
GUT_GENOME132204,MGYG-HGUT-02162,ERS3640192,Cultured (human gut),2268,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,1,1,1,1,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter oralis
GUT_GENOME132205,MGYG-HGUT-02163,ERS3640193,Cultured (human gut),1662,1340,80.63,17270,18610,190913,1.49,0,1,0,9,164,147,478,61,453,799,608,394,628,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii
GUT_GENOME132206,MGYG-HGUT-02164,ERS3640194,Cultured (human gut),1552,NA,NA,NA,NA,7770,0.54,0,1,0,2,1,4,9,3,12,17,15,4,15,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae
GUT_GENOME132314,MGYG-HGUT-02165,ERS3640195,Uncultured,1965,NA,NA,NA,NA,739,0,0,0,0,0,5,0,2,1,1,7,3,0,3,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME133022,MGYG-HGUT-02166,ERS3640196,Uncultured,1326,823,62.07,5885,6708,140911,1.11,0,0,0,0,18,20,60,21,76,98,81,49,81,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp000433675,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME133171,MGYG-HGUT-02167,ERS3640197,Uncultured,971,NA,NA,NA,NA,7714,0,0,0,0,0,1,1,4,1,4,6,4,0,4,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-611;s__,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__
GUT_GENOME133372,MGYG-HGUT-02168,ERS3640198,Uncultured,3050,NA,NA,NA,NA,186,0,0,0,0,0,1,0,3,1,3,4,3,2,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__
GUT_GENOME133452,MGYG-HGUT-02169,ERS3640199,Uncultured,1283,NA,NA,NA,NA,44642,0,0,0,0,0,6,1,8,3,8,15,10,5,10,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-1435;s__CAG-1435 sp000433775,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__
GUT_GENOME133538,MGYG-HGUT-02170,ERS3640200,Uncultured,2389,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,1,2,2,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME133541,MGYG-HGUT-02171,ERS3640201,Uncultured,3126,NA,NA,NA,NA,17077,0.41,0,0,0,0,7,0,2,2,6,9,5,1,5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__Bacteroides_B sp002493165,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
GUT_GENOME133558,MGYG-HGUT-02172,ERS3640202,Uncultured,897,NA,NA,NA,NA,104,0,0,0,0,0,1,0,2,1,2,3,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME133816,MGYG-HGUT-02173,ERS3640203,Uncultured,1288,NA,NA,NA,NA,28101,0,0,0,0,0,1,0,4,1,2,5,4,3,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-917;s__CAG-917 sp000437555,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__
GUT_GENOME133961,MGYG-HGUT-02174,ERS3640204,Uncultured,1267,NA,NA,NA,NA,16,0,0,0,0,0,1,0,2,1,1,3,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-475;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__Catabacter;s__
GUT_GENOME134271,MGYG-HGUT-02175,ERS3640205,Uncultured,1084,934,86.16,3519,4453,84075,1,0,0,0,0,32,12,92,18,81,136,100,58,100,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-533;s__CAG-533 sp000434495,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME134382,MGYG-HGUT-02176,ERS3640206,Uncultured,2200,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,1,2,2,2,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
GUT_GENOME134384,MGYG-HGUT-02177,ERS3640207,Uncultured,1233,NA,NA,NA,NA,46076,0.84,0,0,0,0,6,0,8,4,9,14,13,0,13,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
GUT_GENOME134977,MGYG-HGUT-02178,ERS3640208,Uncultured,1742,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__
GUT_GENOME134988,MGYG-HGUT-02179,ERS3640209,Uncultured,1981,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,2,2,2,1,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME135207,MGYG-HGUT-02180,ERS3640210,Uncultured,1477,NA,NA,NA,NA,33692,1.02,0,0,0,0,6,4,13,2,14,23,17,0,17,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME135463,MGYG-HGUT-02181,ERS3640211,Uncultured,2256,1539,68.22,6547,8086,74550,1.29,0,0,0,0,6,7,29,2,21,42,33,26,33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp000431155,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__
GUT_GENOME135531,MGYG-HGUT-02182,ERS3640212,Uncultured,1331,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME135796,MGYG-HGUT-02183,ERS3640213,Uncultured,1645,NA,NA,NA,NA,33824,0,0,0,0,0,0,1,2,1,2,3,2,1,2,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME136010,MGYG-HGUT-02184,ERS3640214,Uncultured,1674,NA,NA,NA,NA,297,0,0,0,0,0,2,0,2,1,3,4,2,0,2,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME136282,MGYG-HGUT-02185,ERS3640215,Uncultured,1148,NA,NA,NA,NA,12366,0.69,0,0,0,0,4,0,3,2,7,7,3,0,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__;s__
GUT_GENOME136641,MGYG-HGUT-02186,ERS3640216,Uncultured,2696,NA,NA,NA,NA,20053,0.71,0,0,0,0,5,2,6,2,10,13,10,4,10,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000432335,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME136883,MGYG-HGUT-02187,ERS3640217,Uncultured,1789,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp000434535,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME136911,MGYG-HGUT-02188,ERS3640218,Uncultured,1315,NA,NA,NA,NA,325,0,0,0,0,0,0,0,3,1,2,3,3,1,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-314;g__CAG-1435;s__,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__
GUT_GENOME136928,MGYG-HGUT-02189,ERS3640219,Uncultured,1464,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME137034,MGYG-HGUT-02190,ERS3640220,Uncultured,2378,1624,68.29,2989,4613,54958,1.1,0,0,0,0,6,8,18,4,20,32,22,12,22,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp001916075,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME137156,MGYG-HGUT-02191,ERS3640221,Uncultured,1574,1182,75.1,10774,11956,39195,1.29,0,0,0,0,41,36,110,15,70,187,133,96,139,d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__
GUT_GENOME137346,MGYG-HGUT-02192,ERS3640222,Uncultured,2295,NA,NA,NA,NA,1076,0,0,0,0,0,4,0,2,1,4,6,3,2,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
GUT_GENOME137430,MGYG-HGUT-02193,ERS3640223,Uncultured,1536,NA,NA,NA,NA,10602,0,0,0,0,0,1,0,3,1,3,4,4,0,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME137438,MGYG-HGUT-02194,ERS3640224,Uncultured,2363,1946,82.35,1535,3481,36327,0.45,0,0,0,0,18,6,14,1,7,38,22,15,27,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME137446,MGYG-HGUT-02195,ERS3640225,Uncultured,4510,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__
GUT_GENOME137451,MGYG-HGUT-02196,ERS3640226,Uncultured,2237,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME137460,MGYG-HGUT-02197,ERS3640227,Cultured (unknown),1348,NA,NA,NA,NA,25569,0.88,0,0,0,0,0,1,8,2,9,9,8,5,8,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__Parvimonas sp001553085,d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__
GUT_GENOME137467,MGYG-HGUT-02198,ERS3640228,Uncultured,1781,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME137474,MGYG-HGUT-02199,ERS3640229,Uncultured,1229,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,1,1,2,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA11940;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME137478,MGYG-HGUT-02200,ERS3640230,Uncultured,1403,NA,NA,NA,NA,16212,0,0,0,0,0,0,0,4,1,3,4,3,2,4,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-822;s__CAG-822 sp000432855,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME137644,MGYG-HGUT-02201,ERS3640231,Uncultured,1343,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
GUT_GENOME137657,MGYG-HGUT-02202,ERS3640232,Cultured (unknown),2267,NA,NA,NA,NA,110382,0.55,0,0,0,0,0,3,13,7,13,16,14,7,14,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900312975,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Mordavella;s__
